"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rabi_0036","36","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","5","36","في طلب العلم لغير الله عز وجل وعلماء السوء","في طلب العلم لغير الله عز وجل وعلماء السوء","","أبو عبيدة عن جابر بن زيد عن أبي سعيد الخدري قال: سمعت رسول الله صلى الله عليه وسلم يقول: «يخرج فيكم قوم تحقرون صلاتكم مع صلاتهم، وصيامكم مع صيامهم، وأعمالكم مع أعمالهم، يقرؤون القرآن ولا يجاوز حناجرهم، يمرقون من الدين كما يمرق السهم من الرمية، تنظر في النصل فلا ترى شيئا؛ ثم تنظر في القدح فلا ترى شيئا؛ ثم تنظر في الريش فلا ترى شيئا، وتتمارى في الفوق». السهم الذي يوضع فيه الوتر.","","","","Ibadi","","","","","V01P015"
"rabi_0037","37","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","5","37","في طلب العلم لغير الله عز وجل وعلماء السوء","في طلب العلم لغير الله عز وجل وعلماء السوء","","أبو عبيدة عن جابر بن زيد عن عبد الله بن عمر قال: قدم رجلان من المشرق، فخطبا، فأعجب الناس بيانهما فقال رسول الله صلى الله عليه وسلم: «إن من البيان لسحرا». وأسماعهم.","","","","Ibadi","","","","","V01P016"
"rabi_0038","38","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","38","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «خير أمتي قوم يأتون من بعدي يؤمنون بي ويعملون بأمري ولم يروني فأولئك لهم الدرجات العلى إلا من تعمق في الفتنة».","","","","Ibadi","","","","","V01P016"
"rabi_0039","39","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","39","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «ما كان الله ليجمع أمتي على ضلال».","","","","Ibadi","","","","","V01P016"
"rabi_0040","40","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","40","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «إنكم ستختلفون من بعدي فما جاءكم عني فاعرضوه على كتاب الله فما وافقه فعني وما خالفه فليس عني».","","","","Ibadi","","","","","V01P016"
"rabi_0041","41","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","41","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «ستفترق أمتي على ثلاث وسبعين فرقة كلهم إلى النار ما خلا واحدة ناجية، وكلهم يدعي تلك الواحدة».","","","","Ibadi","","","","","V01P016"
"rabi_0042","42","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","42","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «لعن الله من أحدث في الإسلام حدثا أو آوى محدثا».","","","","Ibadi","","","","","V01P016"
"rabi_0043","43","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","43","في الأمة أمة محمد صلى الله عليه وسلم","في الأمة أمة محمد صلى الله عليه وسلم","","أبو عبيدة عن جابر بن زيد عن أبي هريرة أن النبيء صلى الله عليه وسلم خرج إلى المقبرة فقال: «السلام عليكم دار قوم مؤمنين وإنا إن شاء الله بكم لاحقون، وددت أني رأيت إخواني» قالوا: يا رسول الله ألسنا بإخوانك؟ قال: «بل أنتم أصحابي، وإنما إخواني الذين يأتون من بعدي وأنا فرطهم على الحوض» قالوا: يا رسول الله، كيف تعرف من يأتي بعدك؟ قال: «أرأيتم لو كان لرجل خيل غر محجلة في خيل دهم بهم، ألا يعرف خيله؟» قالوا: بلى يا رسول الله. قال: «فإنهم يأتون يوم القيامة غرا محجلين من أثر الوضوء، وأنا فرطهم على الحوض، وليذادن رجال عن حوضي كما يذاد البعير الضال فأناديهم: ألا هلم، فيقال: إنهم قد بدلوا بعدك، فأقول: فسحقا فسحقا».","","","","Ibadi","","","","","V01P017"
"rabi_0044","44","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","44","في الولاية والإمارة","في الولاية والإمارة","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «لا يزال الأمر - يعني الولاية - في قريش ما دام فيهم رجلان - وأشار بإصبعيه - ولكن الويل لمن افتتن بالملك».","","","","Ibadi","","","","","V01P017"
"rabi_0045","45","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","45","في الولاية والإمارة","في الولاية والإمارة","","قال الربيع: بلغني عن أبي مسعود الأنصاري قال: قال رسول الله صلى الله عليه وسلم لقريش: «لن يزال هذا الأمر فيكم وأنتم ولاته ما لم تحدثوا، فإذا فعلتم سلط الله عليكم شرار خلقه فيلحونكم كما يلحى هذا القضيب» لقضيب كان في يده.","","","","Ibadi","","","","","V01P017"
"rabi_0046","46","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","46","في الولاية والإمارة","في الولاية والإمارة","","قال الربيع: بلغني أن عبادة بن الصامت أقبل حاجا من الشام، فقدم المدينة فأتى عثمان بن عفان فقال : ألا أخبرك بشيء سمعته من رسول الله صلى الله عليه وسلم؟ قال: بلى، قال: سمعته يقول: «سيكون من بعدي أمراء يقرؤون كما تقرؤون، ويعملون ما تنكرون، فليس لأولئك عليكم طاعة».","","","","Ibadi","","","","","V01P018"
"rabi_0047","47","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","47","في الولاية والإمارة","في الولاية والإمارة","","أبو عبيدة عن جابر بن زيد عن أنس بن مالك عن النبيء صلى الله عليه وسلم قال: «من أطاع أمري فقد أطاعني ومن عصى أمري فقد عصاني، ألا وإن الفتنة هاهنا».","","","","Ibadi","","","","","V01P018"
"rabi_0048","48","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","48","في الولاية والإمارة","في الولاية والإمارة","","أبو عبيدة عن جابر بن زيد عن أنس بن مالك عن النبيء صلى الله عليه وسلم قال: «سبعة يظلهم الله في ظله يوم لا ظل إلا ظله: إمام عادل، وشاب نشأ في عبادة الله عز وجل، ورجل متعلق قلبه بالمسجد إذا خرج حتى يعود إليه، ورجلان تحابا في الله اجتمعا وتفرقا على ذلك، ورجل ذكر الله خاليا ففاضت عيناه بالدموع من خشية الله، ورجل دعته امرأة ذات حسن وجمال فقال: إني أخاف الله رب العالمين، ورجل تصدق بصدقة فأخفاها حتى لا تعلم شماله ما أنفقت يمينه».","","","","Ibadi","","","","","V01P018"
"rabi_0049","49","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","49","في الولاية والإمارة","في الولاية والإمارة","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: قال رسول الله صلى الله عليه وسلم: «من عمل عملا ليس عليه أمرنا فهو رد».","","","","Ibadi","","","","","V01P018"
"rabi_0050","50","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","50","في الرؤيا","في الرؤيا","","أبو عبيدة عن جابر بن زيد عن أبي هريرة أن النبيء صلى الله عليه وسلم كان إذا انصرف من صلاة الغداة قال: «هل رأى أحد منكم الليلة رؤيا؟» ويقول: «إنه ليس يبقى من بعدي من النبوة إلا الرؤيا الصالحة».","","","","Ibadi","","","","","V01P019"
"rabi_0051","51","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","51","في الرؤيا","في الرؤيا","","أبو عبيدة عن جابر بن زيد عن أنس بن مالك عن رسول الله صلى الله عليه وسلم قال: «الرؤيا الحسنة من الرجل الصالح جزء من ستة وأربعين جزءا من النبوة».","","","","Ibadi","","","","","V01P019"
"rabi_0052","52","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","52","في الرؤيا","في الرؤيا","","أبو عبيدة عن جابر بن زيد قال: أدركت ناسا يروون عن النبيء صلى الله عليه وسلم قال: «الرؤيا من الله والحلم من الشيطان فإذا رأى أحدكم ما يكره فليتفل عن يساره ثلاث مرات إذا استيقظ، وليتعوذ بالله من شرها، فإنها لن تضره إن شاء الله». وقال: قال أحدهم : إني كنت لأرى الرؤيا هي أثقل علي من الجبل فلما سمعت هذا الحديث فما كنت أبالي بها.","","","","Ibadi","","","","","V01P019"
"rabi_0053","53","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","53","في الرؤيا","في الرؤيا","","أبو عبيدة عن جابر بن زيد قال: قال رسول الله صلى الله عليه وسلم: «من أفتى مسألة أو فسر رؤيا ... » الحديث.","","","","Ibadi","","","","","V01P019"
"rabi_0054","54","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","54","في الرؤيا","في الرؤيا","","أبو عبيدة من طريق ابن عمر عن النبيء صلى الله عليه وسلم قال: «أراني الليلة عند الكعبة، فرأيت رجلا آدم كأحسن ما يرى من آدم الرجال، له لمة كأحسن ما يرى من اللمم، قد رجلها وهي تقطر ماء، متكئا على عواتق رجلين، يطوف بالكعبة، فسألت: من هذا؟ فقيل لي: المسيح بن مريم عليهما السلام ، ثم إذا أنا برجل جعد قطط أعور العين اليمنى كأنها عنبة طافية، فسألت: من هذا؟ فقيل: المسيح الدجال».","","","","Ibadi","","","","","V01P020"
"rabi_0055","55","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","55","في الإيمان والإسلام والشرائع","في الإيمان والإسلام والشرائع","","أبو عبيدة عن جابر بن زيد قال: بلغني عن طلحة بن عبيد الله قال: جاء رجل إلى رسول الله صلى الله عليه وسلم من أهل نجد ثائر الرأس، يسمع دوي صوته، ولا يفقه قوله، حتى دنا فإذا هو يسأل عن الإسلام فقال له رسول الله صلى الله عليه وسلم: «خمس صلوات في اليوم والليلة»، قال: هل غيرها؟ قال: «لا إلا أن تطوع» فقال له رسول الله صلى الله عليه وسلم: «وصيام شهر رمضان»، قال: هل غيره؟ قال: «لا إلا أن تطوع»، ثم قال رسول الله صلى الله عليه وسلم: «والزكاة»، ثم قال: هل غيرها؟ قال: «لا إلا أن تطوع» قال: فأدبر الرجل وهو يقول: لا أزيد على هذا ولا أنقص منه. قال رسول الله صلى الله عليه وسلم: «أفلح إن صدق».","","","","Ibadi","","","","","V01P020"
"rabi_0056","56","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","56","في الإيمان والإسلام والشرائع","في الإيمان والإسلام والشرائع","","أبو عبيدة عن جابر بن زيد عن أنس بن مالك عن النبيء صلى الله عليه وسلم: «الإحسان أن تعمل لله كأنك تراه فإن لم تكن تراه فإنه يراك».","","","","Ibadi","","","","","V01P020"
"rabi_0057","57","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","57","في الإيمان والإسلام والشرائع","في الإيمان والإسلام والشرائع","","قال الربيع: بلغني عن عبادة بن الصامت قال: جاء رجل إلى النبيء صلى الله عليه وسلم: فقال: يا نبي الله، أي العمل أفضل؟ فقال: «إيمان بالله وتصديق به، وجهاد في سبيله» فقال: أريد أهون من ذلك، فقال: «لا تتهم الله في شيء قضى لك به».","","","","Ibadi","","","","","V01P021"
"rabi_0058","58","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","58","في الإيمان والإسلام والشرائع","في الإيمان والإسلام والشرائع","","أبو عبيدة عن جابر بن زيد عن أبي مسعود الأنصاري قال: أشار النبيء صلى الله عليه وسلم بيده نحو اليمين فقال: «ألا إن الإيمان هاهنا، وإن الفتنة وغلظ القلب في الفدادين عند أصول أذناب الإبل حيث يطلع قرن الشيطان ربيعة ومضر».","","","","Ibadi","","","","","V01P021"
"rabi_0059","59","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","59","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد عن أنس بن مالك عن النبيء صلى الله عليه وسلم قال: «من أشرك ساعة أحبط عمله، فإن تاب جدد له العمل».","","","","Ibadi","","","","","V01P021"
"rabi_0060","60","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","60","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال: «يقول الله تبارك وتعالى من عمل عملا أشرك فيه غيري فهو له كله، وأنا أغنى الشركاء عن الشرك».","","","","Ibadi","","","","","V01P021"
"rabi_0061","61","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","61","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد عن عائشة زوج النبيء صلى الله عليه وسلم قالت: «من زعم أن محمدا رأى ربه فقد أعظم على الله الفرية».","","","","Ibadi","","","","","V01P021"
"rabi_0062","62","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","62","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد قال: بلغني عن رسول الله صلى الله عليه وسلم أنه صلى بأصحابه صلاة الصبح بالحديبية في أثر سماء كان من الليل، فلما انصرف من صلاته أقبل على الناس فقال: «هل تدرون ما قال ربكم؟» قالوا: الله ورسوله أعلم، قال: «قال: أصبح من عبادي مؤمن وكافر، فأما من قال: مطرنا بفضل الله وبرحمته فذلك مؤمن بي وكافر بالكواكب، وأما من قال: مطرنا بنوء كذا وكذا فذلك كافر بي ومؤمن بالكواكب».","","","","Ibadi","","","","","V01P022"
"rabi_0063","63","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","63","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","قال الربيع: قال أبو عبيدة: بلغني عن النبيء صلى الله عليه وسلم قال: «إن كان زيد بن عمرو لأول من عاب علي عبادة الأصنام والذبح عليها، وذلك أني أقبلت من الطائف ومعي زيد بن حارثة، ومعنا خبزة ولحم، وكانت قريش آذت زيد بن عمرو حتى خرج من بين أظهرنا، فمررت به وعرضت عليه السفرة، فقال: يا ابن أخي أنتم تذبحون على أصنامكم هذه؟ فقلت: نعم، فقال: لا آكلها، ثم عاب الأصنام والأوثان ومن يطعمها ومن يدنو منها. قال رسول الله صلى الله عليه وسلم: «والله ما دنوت من الأصنام شيئا حتى أكرمني الله بالنبوة». قال: وبعث رسول الله صلى الله عليه وسلم وهو ابن أربعين سنة، وقرن معه إسرافيل ثلاث سنين ولم يكن ينزل عليه شيء، ثم عزل عنه إسرافيل وقرن معه جبريل عليه السلام، فنزل عليه القرآن عشر سنين بمكة وعشر سنين بالمدينة، فمات رسول الله صلى الله عليه وسلم وهو ابن ثلاث وستين سنة.","","","","Ibadi","","","","","V01P022"
"rabi_0064","64","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","64","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «رأس الكفر نحو المشرق، والفخر والخيلاء في أهل الخيل والإبل، والجهل في الفدادين أهل الوبر، والسكينة في أهل الغنم».","","","","Ibadi","","","","","V01P023"
"rabi_0065","65","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","65","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «من قال لأخيه : يا كافر، فقال له: أنت الكافر فقد باء بالكفر أحدهما، والبادئ أظلم».","","","","Ibadi","","","","","V01P023"
"rabi_0066","66","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","66","في ذكر الشرك والكفر","في ذكر الشرك والكفر","","أبو عبيدة قال: بلغني عن النبيء صلى الله عليه وسلم أنه قال: «الرياء يحبط العمل كما يحبطه الشرك».","","","","Ibadi","","","","","V01P023"
"rabi_0067","67","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","67","في الحب","في الحب","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال: «إذا أحب الله عبدا قال: يا جبريل إني أحببت عبدي فلانا فأحببه، فيحبه جبريل عليه السلام، ثم ينادي في أهل السماء ألا إن الله قد أحب فلانا فأحبوه، فيحبه أهل السماء، ثم يوضع له القبول في أهل الأرض، وإذا أبغض الله عبدا فمثل ذلك».","","","","Ibadi","","","","","V01P023"
"rabi_0068","68","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","68","في الحب","في الحب","","ومن طريق أبي هريرة قال: قال رسول الله صلى الله عليه وسلم «يقول الله تبارك وتعالى يوم القيامة: أين المتحابون لأجلي اليوم أظلهم في ظلي يوم لا ظل إلا ظلي».","","","","Ibadi","","","","","V01P023"
"rabi_0069","69","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","69","في الحب","في الحب","","قال أبو عبيدة عن جابر بن زيد قال: بلغني عن معاذ بن جبل قال: قال رسول الله صلى الله عليه وسلم: «يقول الله تبارك وتعالى: وجبت محبتي للمتحابين في، والمتجالسين في، والمتزاورين في والمتدالين في ».","","","","Ibadi","","","","","V01P024"
